"","Reference.Type","Record.Number","Author","Year","Title","Journal","Volume","Issue","Pages","Short.Title","Label","Editor","Book.Title","City","Publisher","Short.Title..A.new.bat..Chiroptera","Date","Number.of.Pages","Academic.Department","University","Advisor","Thesis.Type","Series.Title","Notes","Last.Update.Date","Type.of.Medium","URL","Accession.Number","Series.Editor"
"1010"," Journal Article","243","W. D. Matthew","1932a","New fossil mammals from the Snake Creek quarries","American Museum Novitates","540",NA,"1-8","New fossil mammals from the Snake Creek quarries","243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1011"," Journal Article","242","W. D. Matthew","1924","Third contribution to the Snake Creek Fauna","Bulletin of the American Museum of Natural History","50","2","59-210","Third contribution to the Snake Creek Fauna","242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1012"," Thesis","241","M. B. Leite","1986","Neogene stratigraphy and vertebrate paleontology of the north shore of Lake McConaughy, Keith County, Nebraska",NA,NA,NA,NA,"Neogene stratigraphy and vertebrate paleontology of the north shore of Lake McConaughy, Keith County, Nebraska","241",NA,NA,"Lincoln",NA,NA,NA,"165","Geology","University of Nebraska",NA,"M. S.",NA,NA,NA,NA,NA,NA,NA
"1013"," Thesis","240","R. G. Corner","1976","An early Valentinian vertebrate local fauna from southern Webster County, Nebraska",NA,NA,NA,NA,"An early Valentinian vertebrate local fauna from southern Webster County, Nebraska","240",NA,NA,"Lincoln",NA,NA,NA,"311","Geology","University of Nebraska",NA,"M. S.",NA,NA,NA,NA,NA,NA,NA
"1014"," Journal Article","239","R. J. Emry and R. E. Eshelman","1998","The early Hemingfordian (early Miocene) Pollack Farm Local Fauna; first Tertiary land mammals described from Delaware","Delaware Geological Survey Special Publication","21",NA,"153-173","The early Hemingfordian (early Miocene) Pollack Farm Local Fauna; first Tertiary land mammals described from Delaware","239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1015"," Journal Article","238","T. H. Patton and B. E. Taylor","1971","The Synthetoceratinae (Mammalia, Tylopoda, Protoceratidae)","Bulletin of the American Museum of Natural History","145","2","119-218","The Synthetoceratinae (Mammalia, Tylopoda, Protoceratidae)","238",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1016"," Journal Article","237","T. Galusha","1975","Stratigraphy of the Box Butte Formation, Nebraska","Bulletin of the American Museum of Natural History","156","1","1-68","Stratigraphy of the Box Butte Formation, Nebraska","237",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1017"," Journal Article","236","B. E. Taylor and S. D. Webb","1976","Miocene Leptomerycidae (Artiodactyla, Ruminantia) and their relationships","American Museum Novitates","2596",NA,"1-22","Miocene Leptomerycidae (Artiodactyla, Ruminantia) and their relationships","236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1018"," Journal Article","235","A. Forsten","1991","Size trends in Holarctic anchitherines (Mammalia, Equidae)","Journal of Paleontology","65","1","147-159","Size trends in Holarctic anchitherines (Mammalia, Equidae)","235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1019"," Book Section","234","M. C. Coombs","1998","Chalicotherioidea",NA,"1",NA,"560-568","Chalicotherioidea","234","C. M. Janis, K. M. Scott and L. L. Jacobs","Evolution of Tertiary Mammals of North America.  Volume 1; Terrestrial Carnivores, Ungulates, and Ungulatelike Mammals","Cambridge","Cambridge University Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1020"," Book Section","233","J. A. Baskin","1998a","Procyonidae",NA,"1",NA,"144-151","Procyonidae","233","C. M. Janis, K. M. Scott and L. L. Jacobs","Evolution of Tertiary Mammals of North America.  Volume 1; Terrestrial Carnivores, Ungulates, and Ungulatelike Mammals","Cambridge","Cambridge University Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1021"," Journal Article","232","C. W. Hibbard","1942a","The occurrence of Eucastor tortus Leidy in Phillips County, Kansas","Transactions of the Kansas Academy of Science","45",NA,"248-252","The occurrence of Eucastor tortus Leidy in Phillips County, Kansas","232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1022"," Journal Article","231","H. F. Osborn","1898a","A complete skeleton of Teleoceras fossiger.  Notes upon the growth and sexual characters of this species","Bulletin of the American Museum of Natural History","10","4","51-59","A complete skeleton of Teleoceras fossiger.  Notes upon the growth and sexual characters of this species","231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1023"," Book","230","S. D. Webb","1974","Pleistocene Mammals of Florida",NA,NA,NA,NA,"Pleistocene Mammals of Florida","230",NA,NA,"Gainesville","University of Florida Presses",NA,NA,"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1024"," Thesis","229","M. A. Turner","1972","A faunal assemblage from the lower Ash Hollow Formation (Neogene) of southern Nebraska",NA,NA,NA,NA,"A faunal assemblage from the lower Ash Hollow Formation (Neogene) of southern Nebraska","229",NA,NA,"Lincoln, NE",NA,NA,NA,"88","Geology","University of Nebraska",NA,"M.S.",NA,NA,NA,NA,NA,NA,NA
"1025"," Journal Article","228","C. B. Schultz and C. H. Falkenbach","1940","Merycochoerinae, a new subfamily of oreodonts","Bulletin of the American Museum of Natural History","77","5","213-306","Merycochoerinae, a new subfamily of oreodonts","228",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1026"," Journal Article","227","C. B. Schultz, L. D. Martin and R. G. Corner","1975","Middle and late Cenozoic tapirs from Nebraska","Bulletin of the University of Nebraska State Museum","10","1","1-21","Middle and late Cenozoic tapirs from Nebraska","227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1027"," Journal Article","226","C. B. Schultz and L. D. Martin","1975b","A new Kimballian peccary from Nebraska","Bulletin of the University of Nebraska State Museum","10","1","35-46","A new Kimballian peccary from Nebraska","226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1028"," Journal Article","225","L. G. Tanner","1975","Stratigraphic occurrences of Teleoceras, with a new Kimballian species from Nebraska","Bulletin of the University of Nebraska State Museum","10","1","23-33","Stratigraphic occurrences of Teleoceras, with a new Kimballian species from Nebraska","225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1029"," Journal Article","224","L. G. Tanner","1967","A new species of rhinoceros, Aphelops kimballensis, from the latest Pliocene of Nebraska","Bulletin of the University of Nebraska State Museum","6","1","1-16","A new species of rhinoceros, Aphelops kimballensis, from the latest Pliocene of Nebraska","224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1030"," Journal Article","223","J. Leidy","1869","The extinct mammalian fauna of Dakota and Nebraska including an account of some allied forms from other localities together with a synopsis of the mammalian remains of North America","Journal of the Academy of Natural Sciences of Philadelphia, Series II","7",NA,"1-472","The extinct mammalian fauna of Dakota and Nebraska including an account of some allied forms from other localities together with a synopsis of the mammalian remains of North America","223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1031"," Journal Article","222","J. Leidy","1858","Notice of remains of extinct Vertebrata, from the valley of the Niobrara River, collected during the exploring expedition of 1857, in Nebraska, under the command of Lieut. G. K. Warren, U. S. Top. Eng., by Dr. F. V. Hayden, geologist to the expedition","Proceedings of the Academy of Natural Sciences of Philadelphia","10",NA,"20-29","Notice of remains of extinct Vertebrata, from the valley of the Niobrara River, collected during the exploring expedition of 1857, in Nebraska, under the command of Lieut. G. K. Warren, U. S. Top. Eng., by Dr. F. V. Hayden, geologist to the expedition","222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1032"," Journal Article","221","W. W. Korth","1996b","A new genus of prairie dog (Sciuridae, Rodentia) from the Miocene (Barstovian of Montana and Clarendonian of Nebraska) and the classification of Nearctic ground squirrels (Marmotini)","Transactions of the Nebraska Academy of Sciences","23",NA,"109-113","A new genus of prairie dog (Sciuridae, Rodentia) from the Miocene (Barstovian of Montana and Clarendonian of Nebraska) and the classification of Nearctic ground squirrels (Marmotini)","221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033"," Journal Article","220","R. C. Hulbert, Jr.","1988a","Calippus and Protohippus (Mammalia, Perissodactyla, Equidae) from the Miocene (Barstovian-early Hemphillian of the Gulf Coastal Plain)","Bulletin of the Florida State Museum, Biological Sciences","32","3","221-340","Calippus and Protohippus (Mammalia, Perissodactyla, Equidae) from the Miocene (Barstovian-early Hemphillian of the Gulf Coastal Plain)","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1034"," Journal Article","219","R. C. Hulbert, Jr.","1987a","Late Neogene Neohipparion (Mammalia, Equidae) from the Gulf Coastal Plain of Florida and Texas","Journal of Paleontology","61","4","809-830","Late Neogene Neohipparion (Mammalia, Equidae) from the Gulf Coastal Plain of Florida and Texas","219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1035"," Journal Article","218","C. B. Schultz and L. D. Martin","1975a","Bears (Ursidae) from the late Cenozoic of Nebraska","Bulletin of the University of Nebraska State Museum","10","1","47-54","Bears (Ursidae) from the late Cenozoic of Nebraska","218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1036"," Journal Article","217","E. H. Barbour","1927","Preliminary notice of a new proboscidean Amebelodon fricki, gen. et sp. nov.","Bulletin of the University of Nebraska State Museum","1","13","131-134","Preliminary notice of a new proboscidean Amebelodon fricki, gen. et sp. nov.","217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1037"," Journal Article","216","C. B. Schultz, M. R. Schultz and L. D. Martin","1970","A new tribe of saber-toothed cats (Barbourofelini) from the Pliocene of North America","Bulletin of the University of Nebraska State Museum","9","1","1-31","A new tribe of saber-toothed cats (Barbourofelini) from the Pliocene of North America","216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1038"," Journal Article","215","B. Engesser","1979","Relationships of some insectivores and rodents from the Miocene of North America and Europe","Bulletin of Carnegie Museum of Natural History","14",NA,"1-68","Relationships of some insectivores and rodents from the Miocene of North America and Europe","215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1039"," Journal Article","214","L. G. Tanner","1977","A new species of Diceratherium from the Lower Pliocene (Valentinian) of Boyd County, Nebraska","Transactions of the Nebraska Academy of Sciences","4",NA,"121-128","A new species of Diceratherium from the Lower Pliocene (Valentinian) of Boyd County, Nebraska","214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1040"," Journal Article","213","K. K. Messenger and C. L. Messenger","1977","Carnivores from the Jamber Local Fauna (Pliocene, Valentinian), Boyd County, Nebraska","Transactions of the Nebraska Academy of Sciences","4",NA,"95-101","Carnivores from the Jamber Local Fauna (Pliocene, Valentinian), Boyd County, Nebraska","213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1041"," Journal Article","523","W. W. Korth and N. Rybczynski","2003","A new, unusual castorid (Rodentia) from the earliest Miocene of Nebraska","Journal of Vertebrate Paleontology","23","3","667-675","A new, unusual castorid (Rodentia) from the earliest Miocene of Nebraska","212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042"," Journal Article","211","W. W. Korth","1987","New rodents (Mammalia) from the late Barstovian (Miocene) Valentine Formation, Nebraska","Journal of Paleontology","61","5","1058-1064","New rodents (Mammalia) from the late Barstovian (Miocene) Valentine Formation, Nebraska","211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1043"," Journal Article","210","W. W. Korth","1979b","Geomyoid rodents from the Valentine Formation of Knox County, Nebraska","Annals of Carnegie Museum","48","16","287-310","Geomyoid rodents from the Valentine Formation of Knox County, Nebraska","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044"," Journal Article","209","M. R. Voorhies","1971","Paleoclimatic significance of crocodilian remains from the Ogallala Group (Upper Tertiary) in northeastern Nebraska","Journal of Paleontology","45","1","119-121","Paleoclimatic significance of crocodilian remains from the Ogallala Group (Upper Tertiary) in northeastern Nebraska","209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045"," Journal Article","208","W. W. Korth","1979a","Taphonomy of microvertebrate fossil assemblages","Annals of Carnegie Museum","48","15","235-285","Taphonomy of microvertebrate fossil assemblages","208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046"," Journal Article","207","W. W. Korth","1997a","A new subfamily of primitive pocket mice (Rodentia, Heteromyidae) from the middle Tertiary of North America","Paludicola","1","2","33-66","A new subfamily of primitive pocket mice (Rodentia, Heteromyidae) from the middle Tertiary of North America","207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1047"," Journal Article","206","W. W. Korth","1997b","Additional rodents (Mammalia) from the Clarendonian (Miocene) of northcentral Nebraska and a review of Clarendonian rodent biostratigraphy of that area","Paludicola","1","3","97-111","Additional rodents (Mammalia) from the Clarendonian (Miocene) of northcentral Nebraska and a review of Clarendonian rodent biostratigraphy of that area","206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1048"," Journal Article","205","M. R. Voorhies","1985","A Miocene rhinoceros herd buried in volcanic ash","National Geographic Society Research Reports","19",NA,"671-688","A Miocene rhinoceros herd buried in volcanic ash","205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1049"," Journal Article","204","M. R. Voorhies, J. A. Holman and X. Xiang-xu","1987","The Hottell Ranch rhino quarries (basal Ogallala; medial Barstovian), Banner County, Nebraska.  Part I; geologic setting, faunal lists, lower vertebrates","Contributions to Geology, University of Wyoming","25","1","55-69","The Hottell Ranch rhino quarries (basal Ogallala; medial Barstovian), Banner County, Nebraska.  Part I; geologic setting, faunal lists, lower vertebrates","204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1050"," Journal Article","203","M. R. Voorhies","1988","The giant marmot Paenemarmota sawrockensis (new combination) in Hemphillian deposits of northeastern Nebraska","Transactions of the Nebraska Academy of Sciences","16",NA,"165-172","The giant marmot Paenemarmota sawrockensis (new combination) in Hemphillian deposits of northeastern Nebraska","203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1051"," Journal Article","202","M. R. Voorhies","1977","Fossil moles of late Hemphillian age from northeastern Nebraska","Transactions of the Nebraska Academy of Sciences","4",NA,"129-138","Fossil moles of late Hemphillian age from northeastern Nebraska","202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1052"," Journal Article","201","L. D. Martin and C. B. Schultz","1975","Scimitar-toothed cats, Machairodus and Nimravides, from the Pliocene of Nebraska and Kansas","Bulletin of the University of Nebraska State Museum","10","1","55-63","Scimitar-toothed cats, Machairodus and Nimravides, from the Pliocene of Nebraska and Kansas","201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053"," Journal Article","200","D. C. Kent","1967","Citellus kimballensis, a new late Pliocene ground squirrel","Bulletin of the University of Nebraska State Museum","6",NA,"17-26","Citellus kimballensis, a new late Pliocene ground squirrel","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1054"," Journal Article","199","M. R. Voorhies","1984","""Citellus kimballensis"" Kent and ""Propliophenacomys uptegrovensis"" Martin, supposed Miocene rodents, are recent intrusives","Journal of Paleontology","58","1","254-258","""Citellus kimballensis"" Kent and ""Propliophenacomys uptegrovensis"" Martin, supposed Miocene rodents, are recent intrusives","199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1055"," Journal Article","198","C. J. Hesse","1935a","A vertebrate fauna from the type locality of the Ogallala Formation","University of Kansas Science Bulletin","22",NA,"15-22","A vertebrate fauna from the type locality of the Ogallala Formation","198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056"," Journal Article","197","L. D. Martin","1975","Microtine rodents from the Ogallala Pliocene of Nebraska and the early evolution of the Microtinae in North America","Papers on Paleontology, University of Michigan","12",NA,"101-110","Microtine rodents from the Ogallala Pliocene of Nebraska and the early evolution of the Microtinae in North America","197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057"," Book Section","196","L. D. Martin","1998a","Felidae",NA,"1",NA,"236-242","Felidae","196","C. M. Janis, K. M. Scott and L. L. Jacobs","Evolution of Tertiary Mammals of North America.  Volume 1; Terrestrial Carnivores, Ungulates, and Ungulatelike Mammals","Cambridge","Cambridge University Press",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058"," Journal Article","195","M. B. Leite","1990","Stratigraphy and mammalian paleontology of the Ash Hollow Formation (Upper Miocene) on the north shore of Lake McConaughy, Keith County, Nebraska","Contributions to Geology, University of Wyoming","28","1","1-29","Stratigraphy and mammalian paleontology of the Ash Hollow Formation (Upper Miocene) on the north shore of Lake McConaughy, Keith County, Nebraska","195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1059"," Journal Article","194","J. A. Breyer","1981","The Kimballian Land-Mammal Age; Mene, Mene, Tekel, Upharsin (Dan. 5:25)","Journal of Paleontology","55","6","1207-1216","The Kimballian Land-Mammal Age; Mene, Mene, Tekel, Upharsin (Dan. 5:25)","194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
